Archivo,Distrito,Mes,H01_02,H01_04,H01_05,H01_06,H01_07,H01_08,H01_09,H01_10,H01_11,H01_12,H01_13,H01_14,H01_15,H01_16,H02_01,H02_02,H02_03,H02_04,H02_05,H02_06,H02_07,H02_08,H02_09,H02_10,H02_11,H02_12,H02_13,H02_14,H02_15,H02_16,H02_17,H02_18,H02_19,H02_20,H02_21,H02_22,H02_23,H02_24,H02_25,H02_26,H03_01,H03_02,H03_03,H03_04,H03_05,H03_06,H03_07,H03_08,H03_09,H03_10,H03_11,H03_12,H03_13,H03_14,H03_15,H03_16,H03_17,H03_18,H03_19,H03_20,H03_21,H03_22,H04_01,H04_02,H04_03,H04_04,H04_05,H04_06,H04_07,H04_08,H04_09,H04_10,H04_11,H04_12,H05_01,H05_02,H05_03,H05_04,H05_05,H05_06,H05_07,H05_08,H05_09,H05_10,H05_11,H05_12,H05_13,H05_14,H05_15,H05_16,H05_17,H05_18,H05_19,H05_20,H05_21,H05_22,H05_23,H05_24,H05_25,H05_26,H05_27,H05_28,H05_29,H05_30,H05_31,H05_32,H05_33,H05_34,H05_35,H05_36,H05_37,H05_38,H05_39,H05_40,H05_510_2023,H05_51d_2023,H05_52d_2023,H05_53d_2023,H05_54d_2023,H05_55d_2023,H05_56d_2023,H05_57d_2023,H05_58d_2023,H05_59d_2023,H06_01,H06_02,H06_03,H06_04,H06_05,H06_06,H06_07,H06_08,H06_09,H06_10,H06_100,H06_101,H06_102,H06_103,H06_104,H06_105,H06_106,H06_107,H06_108,H06_109,H06_11,H06_110,H06_111,H06_112,H06_113,H06_114,H06_115,H06_116,H06_117,H06_12,H06_13,H06_14,H06_15,H06_16,H06_17,H06_18,H06_19,H06_20,H06_21,H06_22,H06_23,H06_24,H06_25,H06_26,H06_27,H06_28,H06_29,H06_30,H06_31,H06_32,H06_33,H06_34,H06_35,H06_36,H06_37,H06_38,H06_39,H06_40,H06_41,H06_42,H06_43,H06_44,H06_45,H06_46,H06_47,H06_48,H06_49,H06_50,H06_51,H06_52,H06_53,H06_54,H06_55,H06_56,H06_57,H06_58,H06_59,H06_60,H06_61,H06_62,H06_63,H06_64,H06_65,H06_66,H06_67,H06_68,H06_69,H06_70,H06_71,H06_72,H06_73,H06_74,H06_75,H06_76,H06_77,H06_78,H06_79,H06_80,H06_81,H06_82,H06_83,H06_84,H06_85,H06_86,H06_87,H06_88,H06_89,H06_90,H06_91,H06_92,H06_93,H06_94,H06_95,H06_96,H06_97,H06_98,H06_99,H07_01,H07_02,H07_03,H07_04,H07_05,H07_06,H07_07,H07_08,H07_09,H07_10,H07_11,H07_12,H07_13,H07_14,H07_15,H07_16,H07_17,H07_18,H07_19,H07_20,H07_21,H07_22,H07_23,H07_24,H07_25,H07_26,H07_27,H07_28,H07_29,H07_30,H07_31,H07_32,H07_33,H07_34,H07_35,H07_36,H07_37,H07_38,H07_39,H07_40,H07_41,H07_42,H07_43,H07_44,H07_45,H07_46,H07_47,H07_48,H07_49,H07_50,H07_51,H07_52,H07_53,H07_54,H07_55,H07_56,H07_57,H07_58,H07_59,H07_60,H07_61,H07_62,H07_63,H07_64,H07_65,H07_66,H07_67,H07_68,H07_69,H07_70,H07_71,H07_72,H07_73,H07_74,H07_75,H07_76,H07_77,H07_78,H07_79,H07_80,H07_81,H07_82,H07_83,H07_84,H07_85,H07_86,H07_87,H07_88,H07_89,H07_90,H07_91,H07_92,H07_93,H07_94,H07_95,H07_96,H07_97,H08_01,H08_02,H08_03,H08_04,H08_05,H08_06,H08_07,H08_08,H08_09,H08_10,H08_11,H08_12,H08_13,H08_14,H08_15,H08_16,H08_17,H08_18,H08_19,H08_20,H08_21,H08_22,H08_23,H08_24,H08_25,H08_26,H08_27,H08_28,H08_29,H08_30,H08_31,H08_32,H08_33,H08_34,H08_35,H08_36,H08_37,H08_38,H08_39,H08_40,H08_41,H08_42,H08_43,H08_44,H08_45,H08_46,H08_47,H08_48,H08_49,H08_50,H08_51,H08_52,H08_53,H08_54,H08_81_2023,H08_821a_2023,H08_821b_2023,H08_821c_2023,H08_822a_2023,H08_822b_2023,H08_822c_2023,H08_822d_2023,H08_822e_2023,H08_823a_2023,H08_823b_2023,H08_83a_2023,H09_01,H09_02,H09_03,H09_04,H09_05,H09_06,H09_07,H09_08,H09_09,H09_10,H09_11,H09_12,H09_13,H09_14,H09_15,H09_16,H09_17,H09_18,H09_19,H09_20,H09_21,H09_22,H09_23,H09_24,H09_25,H09_26,H09_27,H09_28,H09_29,H09_30,H09_31,H09_32,H09_33,H09_34,H09_35,H09_36,H09_37,H09_38,H09_39,H09_40,H09_41,H09_42,H09_43,H09_44,H09_45,H09_46,H09_47,H09_48,H11_01,H11_02,H11_03,H11_04,H11_05,H11_06,H11_07,H11_08,Nombre.del.órgano.jurisdiccional,Domicilio,Clave.del.órgano.jurisdiccional,Sede,Entidad.federativa,Clave.del.área.geoestadística.estatal.(AGEE),Municipio/.demarcación.territorial,Clave.del.área.geoestadística.municipal.(AGEM),Periodo
Archivo_EST-11.xls,11,Enero,,1,95,92,0,0,2,93,0,109,21,57,0,0,,,,,,,,,1,,,,,,1,,6,1,9,5,67,10,,,19,3,,,6,1,,,,,,,,,,1,,,,,,,0,0,256,125,452,14,1009,461,6,0,187,179,230,0,3,1,2,1,0,0,0,0,0,0,9,6,64,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,4,1,6,1,13,7,182,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,7,,,,,,3,1,1,12,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,5,3,5,,,,,,2,1,8,64,,,,,1,1,,174,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12,2,16,190,90,44,156,350,0,0,1,6,0,0,0,34,13,4,10,68,9,1,2,20,29,1,0,0,57,4,8,0,32,2,2,0,2,1,1,0,4,0,0,0,0,0,0,0,5,3,0,1281,0,69,3,23,0,0,0,0,0,0,0,0,,,,,,,,,,1,,,1,,,,8,16,6,8,3,5,,,19,29,,,,,,,,,,,,,1,3,,,,,,,,,256,9,26,167,2,0,0,0,Tribunal Unitario Agrario Distrito 11,"Carretera Guanajuato - Juventino Rosas Km.5.6, Colonia Burócrata, Guanajuato, Guanajuato, C.P. 36250",1111015,Guanajuato ,Guanajuato ,11,Guanajuato ,015,Enero/2023
Archivo_EST-12.xls,12,Enero,,1,34,7,0,0,0,34,0,28,0,9,,4,,,,,,,,,,,,,,,,,2,,4,,21,,,,1,,,,,,,,,,,,,,,,,,,,,,0,0,307,17,21,3,340,125,3,0,25,48,49,0,8,4,2,3,0,0,,,,,4,2,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,7,,,,,,,,,20,1,,,,,,,,33,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,3,41,14,32,24,225,0,0,0,0,0,0,0,5,1,3,2,23,2,1,0,3,1,0,0,0,36,17,15,1,7,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,450,1,29,0,4,0,0,0,0,0,0,0,0,,5,,,,,,,,1,,,,,5,6,,16,1,7,11,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,Tribunal Unitario Agrario Distrito 12 ,"Calle Andrés Quintana Roo 39, Zona Centro, Chilpancingo, Guerrero, C.P. 39000",1212029,Chilpancingo ,Guerrero,12,Chilpancingo de los Bravo,029,Enero/2023
Archivo_EST-13.xls,13,Enero,,1,54,678,0,0,0,54,0,51,0,181,294,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,19,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,261,154,62,124,1798,210,16,0,68,33,98,0,5,4,3,0,1,0,0,0,0,0,4,2,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,11,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,8,33,508,122,246,219,0,1,29,216,0,4,12,165,35,4,27,9,22,5,7,1,5,0,0,0,50,5,12,1,98,1,1,0,12,0,0,0,14,0,0,0,0,0,0,0,0,1,0,1869,10,18,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,5,0,0,0,5,2,15,0,46,1,17,2,6,0,0,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tribunal Unitario Agrario Distrito 13 ,"Calle Lerdo de Tejada 2537, Colonia Arcos Vallarta, Guadalajara, Jalisco, C.P. 44130",1314039,Guadalajara ,Jalisco ,14,Guadalajara ,039,Enero/2023
Archivo_EST-14.xls,14,Enero,,1,40,10,0,0,0,40,0,29,0,13,0,8,,,,,,,,,,,,,,,,,4,,7,,14,,,,3,,,,,,,,,,,,,,1,,,,,,,,0,0,164,30,35,0,545,392,1,6,77,102,153,0,8,3,6,0,0,0,0,0,0,0,5,0,109,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,1,1,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,1,,,,,,,,,,8,,,,,,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,6,,,3,7,,,,,1,2,1,1,98,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0,2,72,25,15,39,273,0,0,0,2,0,0,0,7,2,1,0,16,0,0,0,49,3,0,1,0,46,6,11,0,12,2,0,1,8,0,0,0,3,0,0,0,7,0,0,0,0,0,0,562,0,31,0,6,3,0,0,0,0,0,0,0,,,,,,,,2,,,,,4,,,,1,8,3,7,7,2,,,6,8,,,,,,,,,,,,,,1,,,,,,,,,223,144,34,41,0,0,3,0,Tribunal Unitario Agrario Distrito 14 ,"Calle Nicandro Castillo Nº 43, Col. Centro, Huejutla de Reyes, Hidalgo, C.P. 43000",1413048,Huejutla de Reyes,Hidalgo,13,Huejutla de Reyes,028,Enero/2023
Archivo_EST-15.xls,15,Enero,,1,49,1,0,0,1,48,0,50,0,0,0,0,,,,,,,,,,,,,,,5,,3,,3,,5,,,,2,,,,31,,,,,,,,,,,,,,,,,,1,0,52,,199,,747,414,3,3,255,161,120,0,3,1,7,1,1,0,,,,,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3,6,3,8,11,0,1,0,0,0,34,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,4,1,1,,,1,,,,2,3,1,,,,,1,,4,1,,,,,,,,,1,,,,,,,,,,,,,,5,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15,4,3,33,289,78,99,203,0,0,0,27,0,0,0,0,16,30,1,0,2,3,1,1,24,1,0,0,64,10,8,0,26,1,0,0,9,0,0,0,4,0,0,0,9,2,1,2,0,0,0,932,14,17,18,0,0,0,0,0,0,0,0,0,,1,,,,,1,5,,10,,1,,6,12,77,5,36,,11,2,19,,,3,42,,,,,1,7,,2,,,,,1,2,,,,,,,,,16,405,20,4,0,0,4,0,Tribunal Unitario Agrario Distrito 15 ,"Calle Francisco Rojas González 285, Colonia Ladrón de Guevara, Guadalajara, Jalisco, C.P. 44600",1514039,Guadalajara ,Jalisco ,14,Guadalajara ,039,Enero/2023
Archivo_EST-16.xlsx,16,Enero,,1,39,127,,,,39,,15,2,70,59,20,,,,,,,,,,,,,1,,,,1,1,6,,1,,,,,,,,5,,,,,,,,,,1,1,,,,,,,0,0,354,4,5,1,387,219,2,6,168,39,110,0,5,3,6,4,4,1,,,,,3,2,2,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,3,0,2,9,7,1,1,0,2,42,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,2,1,,,,,,3,2,2,,,1,,,,1,3,,,,,,,,3,,,,,,,,,,,,,,,1,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,0,6,0,6,55,82,35,18,238,0,0,0,31,2,0,1,67,12,2,2,0,17,1,2,0,52,1,1,0,0,1,15,79,78,0,0,0,15,1,0,0,9,0,0,0,0,0,0,0,1,0,0,801,0,15,24,0,0,0,0,0,0,0,0,0,,,,,,,,,3,1,,,,1,1,1,4,5,4,16,,1,,,7,11,,,15,12,,,,,,,,,1,1,,,,,,,,,,,,,,1,,3,Tribunal Unitario Agrario Distrito 16 ,"Calle José Guadalupe Zuno Hernández 1901, Colonia Americana, Guadalajara, Jalisco, C.P. 44160",1614039,Guadalajara ,Jalisco ,14,Guadalajara ,039,Enero/2023
Archivo_EST-17.xls,17,Enero,,1,45,107,0,0,0,45,0,71,0,80,0,1,,,,,,,,,,,,,,,1,,13,,5,,30,,,,18,,,,4,,,,,,,,,,,,,,,,,,,,1445,678,191,3,490,613,4,5,285,186,118,0,1,2,6,5,2,2,0,0,0,0,5,6,46,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,6,4,11,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,6,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,9,,,1,,2,,4,,,,,,,,,5,,41,,,,,,3,3,,,,,,,,,,,,,,,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,15,1,6,44,154,54,105,324,0,0,1,11,0,0,2,69,15,3,9,43,11,1,2,2,11,0,0,0,37,2,6,0,39,2,0,0,8,1,0,0,2,0,0,0,0,0,0,0,0,0,0,959,0,33,3,9,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,2,15,13,,,,3,,,11,4,,,,1,,,,,,,,,,1,,,,,,,,,0,0,0,0,0,0,0,0,Tribunal Unitario Agrario Distrito 17 ,"Avenida Solidaridad 230, Colonia Ventura Puente, Morelia, Michoacán de Ocampo, C.P. 58020",1716053,Morelia ,Michoacán de Ocampo,16,Morelia ,053,Enero/2023
Archivo_EST-18.xls,18,Enero,,1,66,0,0,0,0,66,0,66,0,0,0,0,,,,,,,,,33,,,,,,12,,,,1,,,,,,2,,,,4,,,,,,,,,,14,,,,,,,,0,0,508,2,25,2,1610,299,21,51,25,251,160,4,5,4,10,6,,,,,,,9,3,23,5,0,0,0,0,0,4,0,14,0,0,0,0,0,2,0,0,4,2,2,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,1,,,,,,,,,,,,,,,,,,,,,3,1,,4,,1,1,3,,,,,,,,,,,11,3,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,,1,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,17,8,6,29,44,72,156,378,0,0,0,18,0,0,0,0,4,4,0,4,4,5,5,10,21,2,6,0,79,27,23,15,3,3,1,0,10,1,1,0,8,0,0,0,14,9,0,0,1,0,0,969,1,61,4,0,0,0,0,0,0,0,0,0,,,,,,,,,4,,,,,,12,,,,2,,2,,,,3,,,,1,,,,,,,,,,1,,,,,,,,,,0,0,0,0,0,0,0,0,Tribunal Unitario Agrario Distrito 18 ,"Calle Coronel Ahumada 100, Colonia Lomas del Mirador, Cuernavaca, Morelos, C.P. 62350",1817007,Cuernavaca ,Morelos ,17,Cuernavaca ,007,Enero/2023
Archivo_EST-19.xls,19,Enero,,1,126,41,0,0,0,126,0,112,12,38,5,0,,,,,,,,,,,,,,,3,1,,,22,1,3,1,,,56,1,,,28,8,,,,,,,,,,,,,,,,,0,0,1237,15,18,3,1088,786,9,1,336,158,219,0,2,3,15,7,,,,,,,13,11,26,1,0,0,0,0,0,1,0,1,0,0,0,1,2,26,0,1,2,3,3,20,16,1,7,0,0,24,13,1,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,29,,1,,2,,23,2,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,8,,,,,,,2,7,,,,,,,,,,11,,,,,5,1,6,5,3,,,,,1,,3,2,,,,,,,,,,,,,,5,7,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,14,5,11,103,171,69,161,339,0,1,1,19,0,0,1,12,8,3,5,1,7,0,3,0,1,0,0,0,85,7,7,3,29,1,3,0,28,1,0,0,5,0,0,0,15,0,0,0,1,1,0,1080,17,64,20,25,0,0,0,0,0,0,0,0,,,,,,,,,2,1,,,,1,14,17,,,11,13,3,3,,,10,12,,,,,,,,,,,,,,1,,,,,,,,,0,0,0,0,0,0,0,0,Tribunal Unitario Agrario Distrito 19,"Calzada De la Cruz 175, Colonia Fray Junípero Serra, Tepic, Nayarit, C.P. 63169",1918017,Tepic,Nayarit,18,Tepic,017,Enero/2023
Archivo_EST-1A.xls,1-A,Enero,,1,28,0,0,0,0,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,2,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70,31,26,0,366,184,7,4,103,57,91,0,0,1,1,1,0,0,0,0,0,0,0,5,6,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,5,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,49,1,8,36,107,0,0,1,17,0,0,0,0,0,0,3,2,0,0,3,8,1,0,2,0,12,4,5,1,0,1,1,0,4,3,0,0,0,0,0,0,0,1,0,0,2,2,0,248,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,1,3,15,0,4,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,351,5,21,0,0,0,0,Tribunal Unitario Agrario Distrito 01-A ,"Calle Luis Adolfo 211, Fraccionamiento Boulevard Aguascalientes, Aguascalientes, Aguascalientes, C.P. 20270",1-A01001,Aguascalientes ,Aguascalientes ,01,Aguascalientes ,001,Enero/2023
Archivo_EST-20.xls,20,Enero,,1,38,42,0,0,0,38,0,38,0,20,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,0,2,0,23,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,7,22,1,689,259,12,10,141,29,48,0,11,11,0,2,15,15,0,0,0,,3,3,36,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,2,11,28,2,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,9,2,36,0,0,0,0,0,0,16,3,,,,,,,,,,,,,1,7,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11,0,21,60,96,16,107,299,1,2,11,17,0,0,0,13,0,1,4,21,11,2,11,3,13,1,0,0,47,9,5,0,14,0,0,0,1,0,0,0,13,1,0,0,0,0,0,0,0,0,0,711,0,36,2,7,0,0,0,0,0,0,0,0,,,,,,,,,,2,,,,,,,5,6,7,6,14,7,,,6,10,,,3,,,,,,,,1,,,,,,,,,,,,0,0,0,0,0,0,0,0,Tribunal Unitario Agrario Distrito 20,"Calle Baudelaire 707, Colonia Obispado, Monterrey, Nuevo León, C.P. 64060",2019039,Monterrey ,Nuevo León,19,Monterrey ,039,Enero/2023
Archivo_EST-21.xls,21,Enero,,1,28,7,0,0,1,27,,25,1,6,3,0,,,1,,1,,,,,,,,,,,,8,1,2,,10,,,,1,,1,,,,,,,,,,,,1,,,,,,,,0,0,325,8,25,3,634,399,5,6,167,156,117,0,14,5,1,4,2,1,0,0,0,0,3,5,21,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,2,,,1,,,,5,,3,,,,,,,3,,18,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,5,5,23,73,59,91,207,3,0,0,10,0,0,0,3,0,0,0,1,4,1,5,3,38,10,3,0,72,10,6,0,44,2,1,3,11,0,0,0,23,0,0,0,29,0,0,0,13,6,0,711,0,24,1,3,0,0,0,0,0,0,0,0,,1,,,,,,,1,2,,,,,,1,,5,1,4,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribunal Unitario Agrario Distrito 21 ,"Boulevard Eduardo Vasconcelos Nº 513, Col. Centro, Oaxaca de Juárez, Oaxaca, C.P. 68000",2120067,Oaxaca ,Oaxaca,20,Oaxaca de Juárez,067,Enero/2023
Archivo_EST-22.xls,22,Enero,,1,37,28,,,,37,,60,,5,,0,,,,,,,,,1,,,,,,12,,4,,,,16,,,,2,,,,25,,,,,,,,,,,,,,,,,,0,0,29,0,19,1,416,531,8,41,36,96,124,0,8,7,5,9,,,,1,,,9,5,16,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,2,4,4,12,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,2,,,,,,,,,1,,,,,,1,2,5,16,1,,,,1,1,2,6,,,,,,,,,,8,,,,,,1,2,,,,,,,,,,,,,,1,3,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,14,1,6,33,107,23,91,214,1,2,5,100,0,0,0,3,13,3,5,1,15,2,7,0,4,0,2,0,56,2,2,1,28,0,1,1,6,0,0,0,1,0,0,1,15,0,0,0,2,0,0,734,0,22,13,2,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,9,3,18,9,,,12,4,,,1,,,,9,2,,1,1,,,,,,2,,,,,,,,,,,,,,,,,2,Tribunal Unitario Agrario Distrito 22 ,"Calle José María Morelos 1191, Colonia Lázaro Cárdenas, Tuxtepec, Oaxaca, C.P. 68320",2220184,Tuxtepec,Oaxaca,20,San Juan Bautista Tuxtepec,184,Enero/2023
